time,digital_currency,currency,spot price,day,month,year
2013-01-01,BTC,USD,13.40,1,1,2013
2013-01-02,BTC,USD,13.32,2,1,2013
2013-01-03,BTC,USD,13.35,3,1,2013
2013-01-04,BTC,USD,13.39,4,1,2013
2013-01-05,BTC,USD,13.43,5,1,2013
2013-01-06,BTC,USD,13.44,6,1,2013
2013-01-07,BTC,USD,13.47,7,1,2013
2013-01-08,BTC,USD,13.72,8,1,2013
2013-01-09,BTC,USD,13.74,9,1,2013
2013-01-10,BTC,USD,13.99,10,1,2013
2013-01-11,BTC,USD,14.12,11,1,2013
2013-01-12,BTC,USD,14.19,12,1,2013
2013-01-13,BTC,USD,14.12,13,1,2013
2013-01-14,BTC,USD,14.20,14,1,2013
2013-01-15,BTC,USD,14.23,15,1,2013
2013-01-16,BTC,USD,14.48,16,1,2013
2013-01-17,BTC,USD,15.03,17,1,2013
2013-01-18,BTC,USD,15.71,18,1,2013
2013-01-19,BTC,USD,15.48,19,1,2013
2013-01-20,BTC,USD,15.69,20,1,2013
2013-01-21,BTC,USD,16.41,21,1,2013
2013-01-22,BTC,USD,17.08,22,1,2013
2013-01-23,BTC,USD,17.22,23,1,2013
2013-01-24,BTC,USD,18.01,24,1,2013
2013-01-25,BTC,USD,16.94,25,1,2013
2013-01-26,BTC,USD,17.07,26,1,2013
2013-01-27,BTC,USD,17.54,27,1,2013
2013-01-28,BTC,USD,18.19,28,1,2013
2013-01-29,BTC,USD,19.18,29,1,2013
2013-01-30,BTC,USD,19.45,30,1,2013
2013-01-31,BTC,USD,20.42,31,1,2013
2013-02-01,BTC,USD,20.76,1,2,2013
2013-02-02,BTC,USD,19.80,2,2,2013
2013-02-03,BTC,USD,20.15,3,2,2013
2013-02-04,BTC,USD,20.52,4,2,2013
2013-02-05,BTC,USD,20.51,5,2,2013
2013-02-06,BTC,USD,21.11,6,2,2013
2013-02-07,BTC,USD,21.55,7,2,2013
2013-02-08,BTC,USD,22.49,8,2,2013
2013-02-09,BTC,USD,23.15,9,2,2013
2013-02-10,BTC,USD,23.61,10,2,2013
2013-02-11,BTC,USD,24.10,11,2,2013
2013-02-12,BTC,USD,25.07,12,2,2013
2013-02-13,BTC,USD,25.43,13,2,2013
2013-02-14,BTC,USD,26.00,14,2,2013
2013-02-15,BTC,USD,27.02,15,2,2013
2013-02-16,BTC,USD,27.17,16,2,2013
2013-02-17,BTC,USD,26.86,17,2,2013
2013-02-18,BTC,USD,26.74,18,2,2013
2013-02-19,BTC,USD,28.31,19,2,2013
2013-02-20,BTC,USD,29.52,20,2,2013
2013-02-21,BTC,USD,29.69,21,2,2013
2013-02-22,BTC,USD,30.48,22,2,2013
2013-02-23,BTC,USD,29.26,23,2,2013
2013-02-24,BTC,USD,29.71,24,2,2013
2013-02-25,BTC,USD,30.09,25,2,2013
2013-02-26,BTC,USD,30.89,26,2,2013
2013-02-27,BTC,USD,31.23,27,2,2013
2013-02-28,BTC,USD,33.05,28,2,2013
2013-03-01,BTC,USD,34.06,1,3,2013
2013-03-02,BTC,USD,34.11,2,3,2013
2013-03-03,BTC,USD,34.16,3,3,2013
2013-03-04,BTC,USD,35.29,4,3,2013
2013-03-05,BTC,USD,39.12,5,3,2013
2013-03-06,BTC,USD,45.23,6,3,2013
2013-03-07,BTC,USD,42.55,7,3,2013
2013-03-08,BTC,USD,43.28,8,3,2013
2013-03-09,BTC,USD,45.26,9,3,2013
2013-03-10,BTC,USD,47.08,10,3,2013
2013-03-11,BTC,USD,47.57,11,3,2013
2013-03-12,BTC,USD,44.23,12,3,2013
2013-03-13,BTC,USD,46.25,13,3,2013
2013-03-14,BTC,USD,47.44,14,3,2013
2013-03-15,BTC,USD,47.16,15,3,2013
2013-03-16,BTC,USD,46.87,16,3,2013
2013-03-17,BTC,USD,47.42,17,3,2013
2013-03-18,BTC,USD,48.10,18,3,2013
2013-03-19,BTC,USD,54.71,19,3,2013
2013-03-20,BTC,USD,61.18,20,3,2013
2013-03-21,BTC,USD,68.49,21,3,2013
2013-03-22,BTC,USD,71.59,22,3,2013
2013-03-23,BTC,USD,65.63,23,3,2013
2013-03-24,BTC,USD,68.15,24,3,2013
2013-03-25,BTC,USD,73.47,25,3,2013
2013-03-26,BTC,USD,77.06,26,3,2013
2013-03-27,BTC,USD,85.51,27,3,2013
2013-03-28,BTC,USD,90.32,28,3,2013
2013-03-29,BTC,USD,89.99,29,3,2013
2013-03-30,BTC,USD,91.14,30,3,2013
2013-03-31,BTC,USD,92.89,31,3,2013
2013-04-01,BTC,USD,100.95,1,4,2013
2013-04-02,BTC,USD,107.31,2,4,2013
2013-04-03,BTC,USD,130.64,3,4,2013
2013-04-04,BTC,USD,132.21,4,4,2013
2013-04-05,BTC,USD,138.09,5,4,2013
2013-04-06,BTC,USD,142.35,6,4,2013
2013-04-07,BTC,USD,152.14,7,4,2013
2013-04-08,BTC,USD,181.56,8,4,2013
2013-04-09,BTC,USD,209.65,9,4,2013
2013-04-10,BTC,USD,218.85,10,4,2013
2013-04-11,BTC,USD,146.89,11,4,2013
2013-04-12,BTC,USD,90.86,12,4,2013
2013-04-13,BTC,USD,109.42,13,4,2013
2013-04-14,BTC,USD,91.00,14,4,2013
2013-04-15,BTC,USD,91.00,15,4,2013
2013-04-16,BTC,USD,89.89,16,4,2013
2013-04-17,BTC,USD,82.86,17,4,2013
2013-04-18,BTC,USD,94.63,18,4,2013
2013-04-19,BTC,USD,118.62,19,4,2013
2013-04-20,BTC,USD,121.08,20,4,2013
2013-04-21,BTC,USD,124.21,21,4,2013
2013-04-22,BTC,USD,122.88,22,4,2013
2013-04-23,BTC,USD,131.96,23,4,2013
2013-04-24,BTC,USD,150.81,24,4,2013
2013-04-25,BTC,USD,152.26,25,4,2013
2013-04-26,BTC,USD,134.32,26,4,2013
2013-04-27,BTC,USD,134.00,27,4,2013
2013-04-28,BTC,USD,132.70,28,4,2013
2013-04-29,BTC,USD,139.60,29,4,2013
2013-04-30,BTC,USD,142.14,30,4,2013
2013-05-01,BTC,USD,128.08,1,5,2013
2013-05-02,BTC,USD,111.48,2,5,2013
2013-05-03,BTC,USD,93.51,3,5,2013
2013-05-04,BTC,USD,104.40,4,5,2013
2013-05-05,BTC,USD,114.15,5,5,2013
2013-05-06,BTC,USD,118.78,6,5,2013
2013-05-07,BTC,USD,107.96,7,5,2013
2013-05-08,BTC,USD,112.92,8,5,2013
2013-05-09,BTC,USD,111.84,9,5,2013
2013-05-10,BTC,USD,116.48,10,5,2013
2013-05-11,BTC,USD,116.27,11,5,2013
2013-05-12,BTC,USD,115.37,12,5,2013
2013-05-13,BTC,USD,116.73,13,5,2013
2013-05-14,BTC,USD,117.60,14,5,2013
2013-05-15,BTC,USD,112.02,15,5,2013
2013-05-16,BTC,USD,114.99,16,5,2013
2013-05-17,BTC,USD,119.54,17,5,2013
2013-05-18,BTC,USD,123.49,18,5,2013
2013-05-19,BTC,USD,122.53,19,5,2013
2013-05-20,BTC,USD,122.35,20,5,2013
2013-05-21,BTC,USD,122.27,21,5,2013
2013-05-22,BTC,USD,122.75,22,5,2013
2013-05-23,BTC,USD,125.02,23,5,2013
2013-05-24,BTC,USD,128.77,24,5,2013
2013-05-25,BTC,USD,131.49,25,5,2013
2013-05-26,BTC,USD,133.39,26,5,2013
2013-05-27,BTC,USD,132.85,27,5,2013
2013-05-28,BTC,USD,128.41,28,5,2013
2013-05-29,BTC,USD,129.70,29,5,2013
2013-05-30,BTC,USD,130.45,30,5,2013
2013-05-31,BTC,USD,128.62,31,5,2013
2013-06-01,BTC,USD,128.68,1,6,2013
2013-06-02,BTC,USD,123.37,2,6,2013
2013-06-03,BTC,USD,119.56,3,6,2013
2013-06-04,BTC,USD,121.64,4,6,2013
2013-06-05,BTC,USD,121.49,5,6,2013
2013-06-06,BTC,USD,121.13,6,6,2013
2013-06-07,BTC,USD,114.21,7,6,2013
2013-06-08,BTC,USD,109.26,8,6,2013
2013-06-09,BTC,USD,99.95,9,6,2013
2013-06-10,BTC,USD,104.53,10,6,2013
2013-06-11,BTC,USD,106.93,11,6,2013
2013-06-12,BTC,USD,108.96,12,6,2013
2013-06-13,BTC,USD,108.34,13,6,2013
2013-06-14,BTC,USD,101.70,14,6,2013
2013-06-15,BTC,USD,100.58,15,6,2013
2013-06-16,BTC,USD,99.99,16,6,2013
2013-06-17,BTC,USD,101.01,17,6,2013
2013-06-18,BTC,USD,105.20,18,6,2013
2013-06-19,BTC,USD,107.74,19,6,2013
2013-06-20,BTC,USD,110.23,20,6,2013
2013-06-21,BTC,USD,110.52,21,6,2013
2013-06-22,BTC,USD,108.62,22,6,2013
2013-06-23,BTC,USD,107.55,23,6,2013
2013-06-24,BTC,USD,104.26,24,6,2013
2013-06-25,BTC,USD,104.08,25,6,2013
2013-06-26,BTC,USD,104.21,26,6,2013
2013-06-27,BTC,USD,102.76,27,6,2013
2013-06-28,BTC,USD,97.46,28,6,2013
2013-06-29,BTC,USD,96.35,29,6,2013
2013-06-30,BTC,USD,96.40,30,6,2013
2013-07-01,BTC,USD,94.05,1,7,2013
2013-07-02,BTC,USD,89.99,2,7,2013
2013-07-03,BTC,USD,86.47,3,7,2013
2013-07-04,BTC,USD,79.23,4,7,2013
2013-07-05,BTC,USD,73.69,5,7,2013
2013-07-06,BTC,USD,69.61,6,7,2013
2013-07-07,BTC,USD,69.50,7,7,2013
2013-07-08,BTC,USD,77.14,8,7,2013
2013-07-09,BTC,USD,75.77,9,7,2013
2013-07-10,BTC,USD,78.75,10,7,2013
2013-07-11,BTC,USD,87.06,11,7,2013
2013-07-12,BTC,USD,95.90,12,7,2013
2013-07-13,BTC,USD,92.98,13,7,2013
2013-07-14,BTC,USD,95.74,14,7,2013
2013-07-15,BTC,USD,96.95,15,7,2013
2013-07-16,BTC,USD,97.98,16,7,2013
2013-07-17,BTC,USD,98.07,17,7,2013
2013-07-18,BTC,USD,91.91,18,7,2013
2013-07-19,BTC,USD,90.59,19,7,2013
2013-07-20,BTC,USD,91.85,20,7,2013
2013-07-21,BTC,USD,89.63,21,7,2013
2013-07-22,BTC,USD,91.11,22,7,2013
2013-07-23,BTC,USD,93.61,23,7,2013
2013-07-24,BTC,USD,90.26,24,7,2013
2013-07-25,BTC,USD,91.29,25,7,2013
2013-07-26,BTC,USD,91.89,26,7,2013
2013-07-27,BTC,USD,90.04,27,7,2013
2013-07-28,BTC,USD,90.99,28,7,2013
2013-07-29,BTC,USD,93.77,29,7,2013
2013-07-30,BTC,USD,94.46,30,7,2013
2013-07-31,BTC,USD,99.13,31,7,2013
2013-08-01,BTC,USD,97.64,1,8,2013
2013-08-02,BTC,USD,97.26,2,8,2013
2013-08-03,BTC,USD,96.42,3,8,2013
2013-08-04,BTC,USD,96.64,4,8,2013
2013-08-05,BTC,USD,97.94,5,8,2013
2013-08-06,BTC,USD,98.35,6,8,2013
2013-08-07,BTC,USD,97.52,7,8,2013
2013-08-08,BTC,USD,95.59,8,8,2013
2013-08-09,BTC,USD,93.87,9,8,2013
2013-08-10,BTC,USD,93.68,10,8,2013
2013-08-11,BTC,USD,94.41,11,8,2013
2013-08-12,BTC,USD,94.76,12,8,2013
2013-08-13,BTC,USD,96.26,13,8,2013
2013-08-14,BTC,USD,98.82,14,8,2013
2013-08-15,BTC,USD,98.77,15,8,2013
2013-08-16,BTC,USD,98.92,16,8,2013
2013-08-17,BTC,USD,98.50,17,8,2013
2013-08-18,BTC,USD,99.04,18,8,2013
2013-08-19,BTC,USD,102.00,19,8,2013
2013-08-20,BTC,USD,103.71,20,8,2013
2013-08-21,BTC,USD,107.73,21,8,2013
2013-08-22,BTC,USD,111.43,22,8,2013
2013-08-23,BTC,USD,108.20,23,8,2013
2013-08-24,BTC,USD,108.24,24,8,2013
2013-08-25,BTC,USD,111.21,25,8,2013
2013-08-26,BTC,USD,112.36,26,8,2013
2013-08-27,BTC,USD,116.92,27,8,2013
2013-08-28,BTC,USD,118.44,28,8,2013
2013-08-29,BTC,USD,118.55,29,8,2013
2013-08-30,BTC,USD,120.89,30,8,2013
2013-08-31,BTC,USD,128.30,31,8,2013
2013-09-01,BTC,USD,130.59,1,9,2013
2013-09-02,BTC,USD,131.00,2,9,2013
2013-09-03,BTC,USD,130.13,3,9,2013
2013-09-04,BTC,USD,127.89,4,9,2013
2013-09-05,BTC,USD,121.75,5,9,2013
2013-09-06,BTC,USD,121.31,6,9,2013
2013-09-07,BTC,USD,118.69,7,9,2013
2013-09-08,BTC,USD,118.90,8,9,2013
2013-09-09,BTC,USD,119.43,9,9,2013
2013-09-10,BTC,USD,122.92,10,9,2013
2013-09-11,BTC,USD,123.01,11,9,2013
2013-09-12,BTC,USD,126.85,12,9,2013
2013-09-13,BTC,USD,127.57,13,9,2013
2013-09-14,BTC,USD,126.26,14,9,2013
2013-09-15,BTC,USD,124.76,15,9,2013
2013-09-16,BTC,USD,125.88,16,9,2013
2013-09-17,BTC,USD,126.71,17,9,2013
2013-09-18,BTC,USD,127.35,18,9,2013
2013-09-19,BTC,USD,126.05,19,9,2013
2013-09-20,BTC,USD,124.02,20,9,2013
2013-09-21,BTC,USD,123.34,21,9,2013
2013-09-22,BTC,USD,123.05,22,9,2013
2013-09-23,BTC,USD,123.21,23,9,2013
2013-09-24,BTC,USD,122.91,24,9,2013
2013-09-25,BTC,USD,124.32,25,9,2013
2013-09-26,BTC,USD,124.23,26,9,2013
2013-09-27,BTC,USD,125.59,27,9,2013
2013-09-28,BTC,USD,126.50,28,9,2013
2013-09-29,BTC,USD,127.42,29,9,2013
2013-09-30,BTC,USD,126.20,30,9,2013
2013-10-01,BTC,USD,127.03,1,10,2013
2013-10-02,BTC,USD,121.09,2,10,2013
2013-10-03,BTC,USD,112.65,3,10,2013
2013-10-04,BTC,USD,120.82,4,10,2013
2013-10-05,BTC,USD,121.71,5,10,2013
2013-10-06,BTC,USD,121.94,6,10,2013
2013-10-07,BTC,USD,123.28,7,10,2013
2013-10-08,BTC,USD,123.84,8,10,2013
2013-10-09,BTC,USD,125.19,9,10,2013
2013-10-10,BTC,USD,126.01,10,10,2013
2013-10-11,BTC,USD,126.79,11,10,2013
2013-10-12,BTC,USD,127.51,12,10,2013
2013-10-13,BTC,USD,129.28,13,10,2013
2013-10-14,BTC,USD,135.30,14,10,2013
2013-10-15,BTC,USD,137.33,15,10,2013
2013-10-16,BTC,USD,143.74,16,10,2013
2013-10-17,BTC,USD,141.86,17,10,2013
2013-10-18,BTC,USD,147.90,18,10,2013
2013-10-19,BTC,USD,162.44,19,10,2013
2013-10-20,BTC,USD,166.31,20,10,2013
2013-10-21,BTC,USD,175.96,21,10,2013
2013-10-22,BTC,USD,191.94,22,10,2013
2013-10-23,BTC,USD,197.85,23,10,2013
2013-10-24,BTC,USD,195.89,24,10,2013
2013-10-25,BTC,USD,183.31,25,10,2013
2013-10-26,BTC,USD,183.38,26,10,2013
2013-10-27,BTC,USD,188.05,27,10,2013
2013-10-28,BTC,USD,197.05,28,10,2013
2013-10-29,BTC,USD,200.26,29,10,2013
2013-10-30,BTC,USD,202.90,30,10,2013
2013-10-31,BTC,USD,203.87,31,10,2013
2013-11-01,BTC,USD,206.50,1,11,2013
2013-11-02,BTC,USD,208.02,2,11,2013
2013-11-03,BTC,USD,210.24,3,11,2013
2013-11-04,BTC,USD,224.76,4,11,2013
2013-11-05,BTC,USD,243.38,5,11,2013
2013-11-06,BTC,USD,262.97,6,11,2013
2013-11-07,BTC,USD,287.71,7,11,2013
2013-11-08,BTC,USD,316.93,8,11,2013
2013-11-09,BTC,USD,341.95,9,11,2013
2013-11-10,BTC,USD,305.13,10,11,2013
2013-11-11,BTC,USD,334.54,11,11,2013
2013-11-12,BTC,USD,351.82,12,11,2013
2013-11-13,BTC,USD,382.25,13,11,2013
2013-11-14,BTC,USD,418.88,14,11,2013
2013-11-15,BTC,USD,421.25,15,11,2013
2013-11-16,BTC,USD,436.37,16,11,2013
2013-11-17,BTC,USD,472.20,17,11,2013
2013-11-18,BTC,USD,555.98,18,11,2013
2013-11-19,BTC,USD,626.62,19,11,2013
2013-11-20,BTC,USD,542.26,20,11,2013
2013-11-21,BTC,USD,660.85,21,11,2013
2013-11-22,BTC,USD,744.41,22,11,2013
2013-11-23,BTC,USD,837.24,23,11,2013
2013-11-24,BTC,USD,807.25,24,11,2013
2013-11-25,BTC,USD,813.36,25,11,2013
2013-11-26,BTC,USD,843.26,26,11,2013
2013-11-27,BTC,USD,934.18,27,11,2013
2013-11-28,BTC,USD,1014.18,28,11,2013
2013-11-29,BTC,USD,1073.16,29,11,2013
2013-11-30,BTC,USD,1145.46,30,11,2013
2013-12-01,BTC,USD,1019.89,1,12,2013
2013-12-02,BTC,USD,1012.05,2,12,2013
2013-12-03,BTC,USD,1045.47,3,12,2013
2013-12-04,BTC,USD,1092.27,4,12,2013
2013-12-05,BTC,USD,1046.48,5,12,2013
2013-12-06,BTC,USD,946.88,6,12,2013
2013-12-07,BTC,USD,726.74,7,12,2013
2013-12-08,BTC,USD,733.67,8,12,2013
2013-12-09,BTC,USD,868.92,9,12,2013
2013-12-10,BTC,USD,939.20,10,12,2013
2013-12-11,BTC,USD,910.59,11,12,2013
2013-12-12,BTC,USD,865.22,12,12,2013
2013-12-13,BTC,USD,881.75,13,12,2013
2013-12-14,BTC,USD,863.47,14,12,2013
2013-12-15,BTC,USD,841.30,15,12,2013
2013-12-16,BTC,USD,791.62,16,12,2013
2013-12-17,BTC,USD,694.64,17,12,2013
2013-12-18,BTC,USD,568.68,18,12,2013
2013-12-19,BTC,USD,617.84,19,12,2013
2013-12-20,BTC,USD,673.82,20,12,2013
2013-12-21,BTC,USD,609.94,21,12,2013
2013-12-22,BTC,USD,627.80,22,12,2013
2013-12-23,BTC,USD,636.66,23,12,2013
2013-12-24,BTC,USD,652.57,24,12,2013
2013-12-25,BTC,USD,658.34,25,12,2013
2013-12-26,BTC,USD,717.20,26,12,2013
2013-12-27,BTC,USD,729.30,27,12,2013
2013-12-28,BTC,USD,722.29,28,12,2013
2013-12-29,BTC,USD,716.40,29,12,2013
2013-12-30,BTC,USD,734.95,30,12,2013
2013-12-31,BTC,USD,730.04,31,12,2013
2014-01-01,BTC,USD,746.57,1,1,2014
2014-01-02,BTC,USD,758.69,2,1,2014
2014-01-03,BTC,USD,797.51,3,1,2014
2014-01-04,BTC,USD,812.82,4,1,2014
2014-01-05,BTC,USD,867.40,5,1,2014
2014-01-06,BTC,USD,939.67,6,1,2014
2014-01-07,BTC,USD,887.99,7,1,2014
2014-01-08,BTC,USD,815.31,8,1,2014
2014-01-09,BTC,USD,822.45,9,1,2014
2014-01-10,BTC,USD,825.13,10,1,2014
2014-01-11,BTC,USD,878.96,11,1,2014
2014-01-12,BTC,USD,865.95,12,1,2014
2014-01-13,BTC,USD,819.83,13,1,2014
2014-01-14,BTC,USD,824.01,14,1,2014
2014-01-15,BTC,USD,834.91,15,1,2014
2014-01-16,BTC,USD,834.03,16,1,2014
2014-01-17,BTC,USD,801.23,17,1,2014
2014-01-18,BTC,USD,807.79,18,1,2014
2014-01-19,BTC,USD,814.66,19,1,2014
2014-01-20,BTC,USD,832.68,20,1,2014
2014-01-21,BTC,USD,822.42,21,1,2014
2014-01-22,BTC,USD,818.27,22,1,2014
2014-01-23,BTC,USD,815.28,23,1,2014
2014-01-24,BTC,USD,789.77,24,1,2014
2014-01-25,BTC,USD,796.51,25,1,2014
2014-01-26,BTC,USD,813.15,26,1,2014
2014-01-27,BTC,USD,802.18,27,1,2014
2014-01-28,BTC,USD,779.64,28,1,2014
2014-01-29,BTC,USD,794.76,29,1,2014
2014-01-30,BTC,USD,792.74,30,1,2014
2014-01-31,BTC,USD,802.64,31,1,2014
2014-02-01,BTC,USD,812.73,1,2,2014
2014-02-02,BTC,USD,819.43,2,2,2014
2014-02-03,BTC,USD,810.28,3,2,2014
2014-02-04,BTC,USD,805.83,4,2,2014
2014-02-05,BTC,USD,803.16,5,2,2014
2014-02-06,BTC,USD,780.82,6,2,2014
2014-02-07,BTC,USD,724.08,7,2,2014
2014-02-08,BTC,USD,717.66,8,2,2014
2014-02-09,BTC,USD,718.40,9,2,2014
2014-02-10,BTC,USD,688.27,10,2,2014
2014-02-11,BTC,USD,695.23,11,2,2014
2014-02-12,BTC,USD,668.31,12,2,2014
2014-02-13,BTC,USD,647.36,13,2,2014
2014-02-14,BTC,USD,635.79,14,2,2014
2014-02-15,BTC,USD,656.64,15,2,2014
2014-02-16,BTC,USD,640.21,16,2,2014
2014-02-17,BTC,USD,635.22,17,2,2014
2014-02-18,BTC,USD,633.91,18,2,2014
2014-02-19,BTC,USD,627.79,19,2,2014
2014-02-20,BTC,USD,601.74,20,2,2014
2014-02-21,BTC,USD,569.67,21,2,2014
2014-02-22,BTC,USD,585.21,22,2,2014
2014-02-23,BTC,USD,622.84,23,2,2014
2014-02-24,BTC,USD,568.37,24,2,2014
2014-02-25,BTC,USD,510.52,25,2,2014
2014-02-26,BTC,USD,584.28,26,2,2014
2014-02-27,BTC,USD,588.34,27,2,2014
2014-02-28,BTC,USD,575.83,28,2,2014
2014-03-01,BTC,USD,568.30,1,3,2014
2014-03-02,BTC,USD,567.67,2,3,2014
2014-03-03,BTC,USD,611.39,3,3,2014
2014-03-04,BTC,USD,681.83,4,3,2014
2014-03-05,BTC,USD,668.03,5,3,2014
2014-03-06,BTC,USD,667.50,6,3,2014
2014-03-07,BTC,USD,645.26,7,3,2014
2014-03-08,BTC,USD,622.72,8,3,2014
2014-03-09,BTC,USD,630.47,9,3,2014
2014-03-10,BTC,USD,632.29,10,3,2014
2014-03-11,BTC,USD,628.44,11,3,2014
2014-03-12,BTC,USD,640.03,12,3,2014
2014-03-13,BTC,USD,643.19,13,3,2014
2014-03-14,BTC,USD,636.69,14,3,2014
2014-03-15,BTC,USD,635.83,15,3,2014
2014-03-16,BTC,USD,636.08,16,3,2014
2014-03-17,BTC,USD,628.62,17,3,2014
2014-03-18,BTC,USD,616.02,18,3,2014
2014-03-19,BTC,USD,613.99,19,3,2014
2014-03-20,BTC,USD,596.83,20,3,2014
2014-03-21,BTC,USD,583.06,21,3,2014
2014-03-22,BTC,USD,564.24,22,3,2014
2014-03-23,BTC,USD,565.85,23,3,2014
2014-03-24,BTC,USD,565.22,24,3,2014
2014-03-25,BTC,USD,579.79,25,3,2014
2014-03-26,BTC,USD,582.08,26,3,2014
2014-03-27,BTC,USD,543.99,27,3,2014
2014-03-28,BTC,USD,507.01,28,3,2014
2014-03-29,BTC,USD,502.43,29,3,2014
2014-03-30,BTC,USD,471.15,30,3,2014
2014-03-31,BTC,USD,459.97,31,3,2014
2014-04-01,BTC,USD,477.34,1,4,2014
2014-04-02,BTC,USD,467.26,2,4,2014
2014-04-03,BTC,USD,436.71,3,4,2014
2014-04-04,BTC,USD,446.09,4,4,2014
2014-04-05,BTC,USD,452.87,5,4,2014
2014-04-06,BTC,USD,460.12,6,4,2014
2014-04-07,BTC,USD,455.90,7,4,2014
2014-04-08,BTC,USD,454.05,8,4,2014
2014-04-09,BTC,USD,449.46,9,4,2014
2014-04-10,BTC,USD,409.24,10,4,2014
2014-04-11,BTC,USD,407.23,11,4,2014
2014-04-12,BTC,USD,428.27,12,4,2014
2014-04-13,BTC,USD,418.86,13,4,2014
2014-04-14,BTC,USD,447.92,14,4,2014
2014-04-15,BTC,USD,488.78,15,4,2014
2014-04-16,BTC,USD,519.14,16,4,2014
2014-04-17,BTC,USD,509.18,17,4,2014
2014-04-18,BTC,USD,489.46,18,4,2014
2014-04-19,BTC,USD,495.16,19,4,2014
2014-04-20,BTC,USD,505.66,20,4,2014
2014-04-21,BTC,USD,503.16,21,4,2014
2014-04-22,BTC,USD,496.46,22,4,2014
2014-04-23,BTC,USD,490.85,23,4,2014
2014-04-24,BTC,USD,490.21,24,4,2014
2014-04-25,BTC,USD,466.02,25,4,2014
2014-04-26,BTC,USD,458.79,26,4,2014
2014-04-27,BTC,USD,454.27,27,4,2014
2014-04-28,BTC,USD,439.32,28,4,2014
2014-04-29,BTC,USD,446.54,29,4,2014
2014-04-30,BTC,USD,447.13,30,4,2014
2014-05-01,BTC,USD,457.49,1,5,2014
2014-05-02,BTC,USD,453.05,2,5,2014
2014-05-03,BTC,USD,443.66,3,5,2014
2014-05-04,BTC,USD,437.74,4,5,2014
2014-05-05,BTC,USD,433.84,5,5,2014
2014-05-06,BTC,USD,429.37,6,5,2014
2014-05-07,BTC,USD,438.63,7,5,2014
2014-05-08,BTC,USD,444.29,8,5,2014
2014-05-09,BTC,USD,447.79,9,5,2014
2014-05-10,BTC,USD,453.19,10,5,2014
2014-05-11,BTC,USD,445.37,11,5,2014
2014-05-12,BTC,USD,440.01,12,5,2014
2014-05-13,BTC,USD,439.07,13,5,2014
2014-05-14,BTC,USD,443.48,14,5,2014
2014-05-15,BTC,USD,448.70,15,5,2014
2014-05-16,BTC,USD,448.46,16,5,2014
2014-05-17,BTC,USD,449.52,17,5,2014
2014-05-18,BTC,USD,448.04,18,5,2014
2014-05-19,BTC,USD,446.97,19,5,2014
2014-05-20,BTC,USD,468.81,20,5,2014
2014-05-21,BTC,USD,495.32,21,5,2014
2014-05-22,BTC,USD,512.42,22,5,2014
2014-05-23,BTC,USD,532.12,23,5,2014
2014-05-24,BTC,USD,523.27,24,5,2014
2014-05-25,BTC,USD,564.12,25,5,2014
2014-05-26,BTC,USD,583.44,26,5,2014
2014-05-27,BTC,USD,576.78,27,5,2014
2014-05-28,BTC,USD,575.60,28,5,2014
2014-05-29,BTC,USD,570.41,29,5,2014
2014-05-30,BTC,USD,595.67,30,5,2014
2014-05-31,BTC,USD,622.98,31,5,2014
2014-06-01,BTC,USD,647.14,1,6,2014
2014-06-02,BTC,USD,638.45,2,6,2014
2014-06-03,BTC,USD,666.45,3,6,2014
2014-06-04,BTC,USD,644.47,4,6,2014
2014-06-05,BTC,USD,653.91,5,6,2014
2014-06-06,BTC,USD,658.41,6,6,2014
2014-06-07,BTC,USD,653.58,7,6,2014
2014-06-08,BTC,USD,656.72,8,6,2014
2014-06-09,BTC,USD,650.68,9,6,2014
2014-06-10,BTC,USD,650.64,10,6,2014
2014-06-11,BTC,USD,639.98,11,6,2014
2014-06-12,BTC,USD,618.67,12,6,2014
2014-06-13,BTC,USD,590.64,13,6,2014
2014-06-14,BTC,USD,571.99,14,6,2014
2014-06-15,BTC,USD,566.10,15,6,2014
2014-06-16,BTC,USD,597.45,16,6,2014
2014-06-17,BTC,USD,596.17,17,6,2014
2014-06-18,BTC,USD,608.27,18,6,2014
2014-06-19,BTC,USD,605.47,19,6,2014
2014-06-20,BTC,USD,592.26,20,6,2014
2014-06-21,BTC,USD,590.33,21,6,2014
2014-06-22,BTC,USD,600.31,22,6,2014
2014-06-23,BTC,USD,591.33,23,6,2014
2014-06-24,BTC,USD,586.51,24,6,2014
2014-06-25,BTC,USD,569.62,25,6,2014
2014-06-26,BTC,USD,570.52,26,6,2014
2014-06-27,BTC,USD,585.44,27,6,2014
2014-06-28,BTC,USD,598.09,28,6,2014
2014-06-29,BTC,USD,597.11,29,6,2014
2014-06-30,BTC,USD,622.08,30,6,2014
2014-07-01,BTC,USD,649.23,1,7,2014
2014-07-02,BTC,USD,648.38,2,7,2014
2014-07-03,BTC,USD,647.63,3,7,2014
2014-07-04,BTC,USD,638.42,4,7,2014
2014-07-05,BTC,USD,631.42,5,7,2014
2014-07-06,BTC,USD,633.86,6,7,2014
2014-07-07,BTC,USD,628.09,7,7,2014
2014-07-08,BTC,USD,623.81,8,7,2014
2014-07-09,BTC,USD,624.24,9,7,2014
2014-07-10,BTC,USD,618.28,10,7,2014
2014-07-11,BTC,USD,625.54,11,7,2014
2014-07-12,BTC,USD,635.03,12,7,2014
